"zip_code","latitude","longitude","city","state","county"
"91766",34.04192,-117.75698,"Pomona","CA","Los Angeles"
"91767",34.08143,-117.73868,"Pomona","CA","Los Angeles"
"91768",34.06358,-117.78941,"Pomona","CA","Los Angeles"
"91769",33.786594,-118.298662,"Pomona","CA","Los Angeles"
"91770",34.06395,-118.08361,"Rosemead","CA","Los Angeles"
"91771",33.786594,-118.298662,"Rosemead","CA","Los Angeles"
"91772",33.786594,-118.298662,"Rosemead","CA","Los Angeles"
"91773",34.1072,-117.80928,"San Dimas","CA","Los Angeles"
"91775",34.11454,-118.08946,"San Gabriel","CA","Los Angeles"
"91776",34.08987,-118.09519,"San Gabriel","CA","Los Angeles"
"91778",33.786594,-118.298662,"San Gabriel","CA","Los Angeles"
"91780",34.10152,-118.05584,"Temple City","CA","Los Angeles"
"91784",34.14103,-117.65831,"Upland","CA","San Bernardino"
"91785",34.839964,-115.967051,"Upland","CA","San Bernardino"
"91786",34.10525,-117.66206,"Upland","CA","San Bernardino"
"91788",33.786594,-118.298662,"Walnut","CA","Los Angeles"
"91789",34.01858,-117.85408,"Walnut","CA","Los Angeles"
"91790",34.06722,-117.93788,"West Covina","CA","Los Angeles"
"91791",34.06134,-117.89425,"West Covina","CA","Los Angeles"
"91792",34.02586,-117.89989,"West Covina","CA","Los Angeles"
"91793",33.786594,-118.298662,"West Covina","CA","Los Angeles"
"91795",33.786594,-118.298662,"Walnut","CA","Los Angeles"
"91797",33.786594,-118.298662,"Pomona","CA","Los Angeles"
"91798",34.839964,-115.967051,"Ontario","CA","San Bernardino"
"91799",33.786594,-118.298662,"Pomona","CA","Los Angeles"
"91801",34.09093,-118.12776,"Alhambra","CA","Los Angeles"
"91802",33.786594,-118.298662,"Alhambra","CA","Los Angeles"
"91803",34.0749,-118.14624,"Alhambra","CA","Los Angeles"
"91804",33.786594,-118.298662,"Alhambra","CA","Los Angeles"
"91841",33.786594,-118.298662,"Alhambra","CA","Los Angeles"
"91896",33.786594,-118.298662,"Alhambra","CA","Los Angeles"
"91899",33.786594,-118.298662,"Alhambra","CA","Los Angeles"
"91901",32.81467,-116.71929,"Alpine","CA","San Diego"
"91902",32.67479,-117.00475,"Bonita","CA","San Diego"
"91903",33.016928,-116.846046,"Alpine","CA","San Diego"
"91905",32.67773,-116.30734,"Boulevard","CA","San Diego"
"91906",32.66241,-116.47255,"Campo","CA","San Diego"
"91908",33.016928,-116.846046,"Bonita","CA","San Diego"
"91909",33.016928,-116.846046,"Chula Vista","CA","San Diego"
"91910",32.63653,-117.06301,"Chula Vista","CA","San Diego"
"91911",32.60686,-117.04984,"Chula Vista","CA","San Diego"
"91912",33.016928,-116.846046,"Chula Vista","CA","San Diego"
"91913",32.62174,-116.98609,"Chula Vista","CA","San Diego"
"91914",32.66604,-116.95426,"Chula Vista","CA","San Diego"
"91915",32.62266,-116.95013,"Chula Vista","CA","San Diego"
"91916",32.91103,-116.63201,"Descanso","CA","San Diego"
"91917",32.6267,-116.71894,"Dulzura","CA","San Diego"
"91921",33.016928,-116.846046,"Chula Vista","CA","San Diego"
"91931",32.83758,-116.58029,"Guatay","CA","San Diego"
"91932",32.56923,-117.11798,"Imperial Beach","CA","San Diego"
"91933",33.016928,-116.846046,"Imperial Beach","CA","San Diego"
"91934",32.66488,-116.16828,"Jacumba","CA","San Diego"
"91935",32.70214,-116.78721,"Jamul","CA","San Diego"
"91941",32.75964,-116.99253,"La Mesa","CA","San Diego"
"91942",32.77728,-117.02129,"La Mesa","CA","San Diego"
"91943",33.016928,-116.846046,"La Mesa","CA","San Diego"
"91944",33.016928,-116.846046,"La Mesa","CA","San Diego"
"91945",32.73315,-117.03402,"Lemon Grove","CA","San Diego"
"91946",33.016928,-116.846046,"Lemon Grove","CA","San Diego"
"91947",33.016928,-116.846046,"Lincoln Acres","CA","San Diego"
"91948",32.87509,-116.47076,"Mount Laguna","CA","San Diego"
"91950",32.66952,-117.09313,"National City","CA","San Diego"
"91951",33.016928,-116.846046,"National City","CA","San Diego"
"91962",32.79248,-116.48044,"Pine Valley","CA","San Diego"
"91963",32.64798,-116.5964,"Potrero","CA","San Diego"
"91976",33.016928,-116.846046,"Spring Valley","CA","San Diego"
"91977",32.72387,-116.99631,"Spring Valley","CA","San Diego"
"91978",32.71209,-116.94103,"Spring Valley","CA","San Diego"
"91979",33.016928,-116.846046,"Spring Valley","CA","San Diego"
"91980",32.58685,-116.61969,"Tecate","CA","San Diego"
"91987",33.016928,-116.846046,"Tecate","CA","San Diego"
"91990",33.016928,-116.846046,"Potrero","CA","San Diego"
"92003",33.28701,-117.19977,"Bonsall","CA","San Diego"
"92004",33.18481,-116.15688,"Borrego Springs","CA","San Diego"
"92007",33.02216,-117.27389,"Cardiff By The Sea","CA","San Diego"
"92008",33.14564,-117.31691,"Carlsbad","CA","San Diego"
"92009",33.09535,-117.24574,"Carlsbad","CA","San Diego"
"92013",33.016928,-116.846046,"Carlsbad","CA","San Diego"
"92014",32.96797,-117.24879,"Del Mar","CA","San Diego"
"92018",33.016928,-116.846046,"Carlsbad","CA","San Diego"
"92019",32.77886,-116.87142,"El Cajon","CA","San Diego"
"92020",32.79557,-116.9697,"El Cajon","CA","San Diego"
"92021",32.83514,-116.87462,"El Cajon","CA","San Diego"
"92022",33.016928,-116.846046,"El Cajon","CA","San Diego"
"92023",33.016928,-116.846046,"Encinitas","CA","San Diego"
"92024",33.05716,-117.25651,"Encinitas","CA","San Diego"
"92025",33.08492,-117.02967,"Escondido","CA","San Diego"
"92026",33.2111,-117.11157,"Escondido","CA","San Diego"
"92027",33.13263,-116.98335,"Escondido","CA","San Diego"
"92028",33.38613,-117.22658,"Fallbrook","CA","San Diego"
"92029",33.08555,-117.12885,"Escondido","CA","San Diego"
"92030",33.016928,-116.846046,"Escondido","CA","San Diego"
"92033",33.016928,-116.846046,"Escondido","CA","San Diego"
"92036",33.01137,-116.37672,"Julian","CA","San Diego"
"92037",32.85257,-117.25104,"La Jolla","CA","San Diego"
"92038",33.016928,-116.846046,"La Jolla","CA","San Diego"
"92039",33.016928,-116.846046,"La Jolla","CA","San Diego"
"92040",32.90665,-116.88875,"Lakeside","CA","San Diego"
"92046",33.016928,-116.846046,"Escondido","CA","San Diego"
"92049",33.016928,-116.846046,"Oceanside","CA","San Diego"
"92051",33.016928,-116.846046,"Oceanside","CA","San Diego"
"92052",33.016928,-116.846046,"Oceanside","CA","San Diego"
"92054",33.19377,-117.35508,"Oceanside","CA","San Diego"
"92055",33.38123,-117.42874,"Camp Pendleton","CA","San Diego"
"92056",33.20197,-117.28939,"Oceanside","CA","San Diego"
"92057",33.25326,-117.28704,"Oceanside","CA","San Diego"
"92058",33.28379,-117.34182,"Oceanside","CA","San Diego"
"92059",33.38277,-117.05193,"Pala","CA","San Diego"
"92060",33.35043,-116.86451,"Palomar Mountain","CA","San Diego"
"92061",33.30036,-116.93048,"Pauma Valley","CA","San Diego"
"92064",32.98038,-117.01746,"Poway","CA","San Diego"
"92065",33.04736,-116.84386,"Ramona","CA","San Diego"
"92066",33.21541,-116.53583,"Ranchita","CA","San Diego"
"92067",33.02087,-117.19209,"Rancho Santa Fe","CA","San Diego"
"92068",33.016928,-116.846046,"San Luis Rey","CA","San Diego"
"92069",33.17536,-117.15761,"San Marcos","CA","San Diego"
"92070",33.18513,-116.74071,"Santa Ysabel","CA","San Diego"
"92071",32.85045,-116.99479,"Santee","CA","San Diego"
"92072",33.016928,-116.846046,"Santee","CA","San Diego"
"92074",33.016928,-116.846046,"Poway","CA","San Diego"
"92075",32.99735,-117.25875,"Solana Beach","CA","San Diego"
"92078",33.11834,-117.18554,"San Marcos","CA","San Diego"
"92079",33.016928,-116.846046,"San Marcos","CA","San Diego"
"92082",33.2518,-117.00284,"Valley Center","CA","San Diego"
"92083",33.19808,-117.24844,"Vista","CA","San Diego"
"92084",33.22454,-117.20334,"Vista","CA","San Diego"
"92085",33.016928,-116.846046,"Vista","CA","San Diego"
"92086",33.29718,-116.64176,"Warner Springs","CA","San Diego"
"92088",33.016928,-116.846046,"Fallbrook","CA","San Diego"
"92090",33.016928,-116.846046,"El Cajon","CA","San Diego"
"92091",33.03432,-117.19704,"Rancho Santa Fe","CA","San Diego"
"92092",32.87544,-117.23621,"La Jolla","CA","San Diego"
"92093",32.88219,-117.23706,"La Jolla","CA","San Diego"
"92096",33.12819,-117.15631,"San Marcos","CA","San Diego"
"92101",32.7162,-117.18589,"San Diego","CA","San Diego"
"92102",32.71595,-117.11749,"San Diego","CA","San Diego"
"92103",32.74782,-117.16738,"San Diego","CA","San Diego"
"92104",32.74191,-117.12781,"San Diego","CA","San Diego"
"92105",32.73756,-117.09193,"San Diego","CA","San Diego"
"92106",32.71334,-117.23617,"San Diego","CA","San Diego"
"92107",32.7402,-117.24357,"San Diego","CA","San Diego"
"92108",32.77423,-117.14097,"San Diego","CA","San Diego"
"92109",32.78699,-117.23273,"San Diego","CA","San Diego"
"92110",32.76533,-117.19965,"San Diego","CA","San Diego"
"92111",32.8065,-117.16897,"San Diego","CA","San Diego"
"92112",33.016928,-116.846046,"San Diego","CA","San Diego"
"92113",32.69591,-117.12012,"San Diego","CA","San Diego"
"92114",32.70778,-117.05529,"San Diego","CA","San Diego"
"92115",32.76154,-117.07187,"San Diego","CA","San Diego"
"92116",32.76484,-117.12303,"San Diego","CA","San Diego"
"92117",32.82493,-117.19972,"San Diego","CA","San Diego"
"92118",32.67466,-117.16915,"Coronado","CA","San Diego"
"92119",32.80896,-117.03232,"San Diego","CA","San Diego"
"92120",32.79526,-117.07317,"San Diego","CA","San Diego"
"92121",32.8973,-117.20231,"San Diego","CA","San Diego"
"92122",32.85681,-117.21017,"San Diego","CA","San Diego"
"92123",32.80958,-117.13419,"San Diego","CA","San Diego"
"92124",32.82823,-117.08528,"San Diego","CA","San Diego"
"92126",32.912,-117.14344,"San Diego","CA","San Diego"
"92127",33.01913,-117.12339,"San Diego","CA","San Diego"
"92128",32.99687,-117.07308,"San Diego","CA","San Diego"
"92129",32.96354,-117.12622,"San Diego","CA","San Diego"
"92130",32.94763,-117.20586,"San Diego","CA","San Diego"
"92131",32.89604,-117.05737,"San Diego","CA","San Diego"
"92132",32.71368,-117.17201,"San Diego","CA","San Diego"
"92133",32.733507,-117.216451,"San Diego","CA","San Diego"
"92134",32.72512,-117.14541,"San Diego","CA","San Diego"
"92135",32.69487,-117.19461,"San Diego","CA","San Diego"
"92136",32.68254,-117.12307,"San Diego","CA","San Diego"
"92137",32.85377,-117.119744,"San Diego","CA","San Diego"
"92138",33.016928,-116.846046,"San Diego","CA","San Diego"
"92139",32.68006,-117.04889,"San Diego","CA","San Diego"
"92140",32.74041,-117.1984,"San Diego","CA","San Diego"
"92142",33.016928,-116.846046,"San Diego","CA","San Diego"
"92143",33.016928,-116.846046,"San Ysidro","CA","San Diego"
"92145",32.86292,-117.14579,"San Diego","CA","San Diego"
"92147",32.72478,-117.21895,"San Diego","CA","San Diego"
"92149",33.016928,-116.846046,"San Diego","CA","San Diego"
"92150",33.016928,-116.846046,"San Diego","CA","San Diego"
"92152",33.016928,-116.846046,"San Diego","CA","San Diego"
"92153",33.016928,-116.846046,"San Diego","CA","San Diego"
